"","proteinId","...1.x","ecNum","definition","pathway","gotermID","gotermType","goAcc","kogID","kogdefine","kogClass","iprId","iprDesc","...1.y","Feature","Record.Id","Function","GeneID"
"5726",236257,4496,"1.9.3.1","Cytochrome-c oxidase.","Oxidative phosphorylation","3721, 4283, 6669, 9321, 12251, 2176, 2910, 4472, 2567, 7071, 7072, 7073, 7074","iron ion binding, electron transport, aerobic respiration, integral to membrane, heme binding, DNA binding, endonuclease activity, intron homing, cytochrome-c oxidase activity, aa3-type cytochrome c oxidase, ba3-type cytochrome c oxidase, caa3-type cytochrome c oxidase, cbb3-type cytochrome c oxidase","GO:0005506, GO:0006118, GO:0009060, GO:0016021, GO:0020037, GO:0003677, GO:0004519, GO:0006314, GO:0004129, GO:0009481, GO:0009482, GO:0009483, GO:0009485","KOG4769","Cytochrome c oxidase, subunit I","Energy production and conversion",NA,NA,5701,"RDEBS00375","RDEBS00375","Cytochrome c oxidase polypeptide I (EC 1.9.3.1)","jgi.p|Debsub1|236257"
"5727",236265,4497,NA,NA,NA,"3838, 5939","nucleus, zinc ion binding","GO:0005634, GO:0008270",NA,NA,NA,NA,NA,5591,"RDEBS01041","RDEBS01041",NA,"jgi.p|Debsub1|236265"
"5728",236313,4498,NA,NA,NA,"4513, 14875","rRNA processing, small subunit processome","GO:0006364, GO:0032040","KOG4835","DNA-binding protein C1D involved in regulation of double-strand break repair","Replication, recombination and repair",NA,NA,5122,"RDEBS03747","RDEBS03747","Hypothetical protein","jgi.p|Debsub1|236313"
"5729",236327,4499,NA,NA,NA,"3708","binding","GO:0005488",NA,NA,NA,NA,NA,5036,"RDEBS04327","RDEBS04327","Mitotic spindle protein STU1","jgi.p|Debsub1|236327"
"5730",236396,4500,NA,NA,NA,NA,NA,NA,"KOG0504","FOG: Ankyrin repeat","General function prediction only",NA,NA,4470,"RDEBS07690","RDEBS07690",NA,"jgi.p|Debsub1|236396"
"5731",236416,4501,NA,NA,NA,"2196, 3838, 4504, 5939, 2176, 4499","transcription factor activity, nucleus, regulation of transcription, DNA-dependent, zinc ion binding, DNA binding, transcription","GO:0003700, GO:0005634, GO:0006355, GO:0008270, GO:0003677, GO:0006350",NA,NA,NA,NA,NA,4298,"RDEBS08581","RDEBS08581","Quinic acid utilization activator","jgi.p|Debsub1|236416"
"5732",236447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4017,"RDEBS10194","RDEBS10194",NA,"jgi.p|Debsub1|236447"
"5733",236577,4502,NA,NA,NA,"2227, 3827, 4025, 4556","structural constituent of ribosome, intracellular, ribosome, translation","GO:0003735, GO:0005622, GO:0005840, GO:0006412","KOG0933","Structural maintenance of chromosome protein 2 (chromosome condensation complex Condensin, subunit E)","Chromatin structure and dynamics , Cell cycle control, cell division, chromosome partitioning",NA,NA,3010,"RDEBS15884","RDEBS15884","LSU ribosomal protein L2P","jgi.p|Debsub1|236577"
"5734",236767,4503,NA,NA,NA,"2658, 4639, 5939, 2290, 21295","metalloendopeptidase activity, proteolysis, zinc ion binding, catalytic activity, metal ion binding","GO:0004222, GO:0006508, GO:0008270, GO:0003824, GO:0046872","KOG0961","Predicted Zn2+-dependent endopeptidase, insulinase superfamily","Posttranslational modification, protein turnover, chaperones",NA,NA,1693,"RDEBS23212","RDEBS23212","Zn-dependent peptidase, insulinase family (EC 3.4.-.-)","jgi.p|Debsub1|236767"
"5735",236769,4504,NA,NA,NA,NA,NA,NA,"KOG1472","Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins","Chromatin structure and dynamics , Transcription",NA,NA,1790,"RDEBS23283","RDEBS23283",NA,"jgi.p|Debsub1|236769"
"5736",236778,4505,"3.5.1.19","Nicotinamidase.","Nicotinate and nicotinamide metabolism","2290, 5830, 6550","catalytic activity, metabolic process, nicotinamidase activity","GO:0003824, GO:0008152, GO:0008936","KOG4003","Pyrazinamidase/nicotinamidase PNC1","Defense mechanisms",NA,NA,1733,"RDEBS23581","RDEBS23581","Pyrazinamidase (EC 3.5.1.-) / Nicotinamidase (EC 3.5.1.19)","jgi.p|Debsub1|236778"
"5737",236826,4506,"2.3.1.22","2-acylglycerol O-acyltransferase.","Glycerolipid metabolism","2312","2-acylglycerol O-acyltransferase activity","GO:0003846","KOG0831","Acyl-CoA:diacylglycerol acyltransferase (DGAT)","Lipid transport and metabolism",NA,NA,1366,"RDEBS25285","RDEBS25285","Diacylglycerol O-acyltransferase (EC 2.3.1.20)","jgi.p|Debsub1|236826"
"5738",236865,4507,"6.3.4.4","Adenylosuccinate synthase.","Purine metabolism","2463, 3737, 4326","adenylosuccinate synthase activity, GTP binding, purine nucleotide biosynthetic process","GO:0004019, GO:0005525, GO:0006164","KOG1355","Adenylosuccinate synthase","Nucleotide transport and metabolism",NA,NA,1129,"RDEBS26433","RDEBS26433","Adenylosuccinate synthetase (EC 6.3.4.4)","jgi.p|Debsub1|236865"
"5739",236943,4508,NA,NA,NA,"9298, 9320","proton transport, membrane","GO:0015992, GO:0016020","KOG2189","Vacuolar H+-ATPase V0 sector, subunit a","Energy production and conversion",NA,NA,893,"RDEBS27896","RDEBS27896","Vacuolar ATP synthase subunit a (EC 3.6.3.14)","jgi.p|Debsub1|236943"
"5740",237035,4509,NA,NA,NA,NA,NA,NA,"KOG3031","Protein required for biogenesis of the ribosomal 60S subunit","Translation, ribosomal structure and biogenesis",NA,NA,564,"RDEBS29774","RDEBS29774",NA,"jgi.p|Debsub1|237035"
"5741",237087,4510,NA,NA,NA,NA,NA,NA,"KOG2322","N-methyl-D-aspartate receptor glutamate-binding subunit","Signal transduction mechanisms",NA,NA,392,"RDEBS30645","RDEBS30645",NA,"jgi.p|Debsub1|237087"
"5742",237091,4511,NA,NA,NA,NA,NA,NA,"KOG4157","beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain","Carbohydrate transport and metabolism , Posttranslational modification, protein turnover, chaperones",NA,NA,382,"RDEBS30703","RDEBS30703",NA,"jgi.p|Debsub1|237091"
"5743",237140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,"RDEBS31552","RDEBS31552",NA,"jgi.p|Debsub1|237140"
"5744",237230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,"RDEBS32743","RDEBS32743",NA,"jgi.p|Debsub1|237230"
"5745",237247,4512,"4.2.1.6","Galactonate dehydratase.","Galactose metabolism","2196, 3838, 4504, 5939, 2176, 4499, 6485","transcription factor activity, nucleus, regulation of transcription, DNA-dependent, zinc ion binding, DNA binding, transcription, galactonate dehydratase activity","GO:0003700, GO:0005634, GO:0006355, GO:0008270, GO:0003677, GO:0006350, GO:0008869",NA,NA,NA,NA,NA,35,"RDEBS32901","RDEBS32901","Transcriptional regulatory protein","jgi.p|Debsub1|237247"
"5746",237436,4513,NA,NA,NA,NA,NA,NA,"KOG2517","Ribulose kinase and related carbohydrate kinases","Carbohydrate transport and metabolism",NA,NA,4247,"RDEBS08831","RDEBS08831","ribitol kinase (EC 2.7.1.-)","jgi.p|Debsub1|237436"
"5747",237463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110,"RDEBS10121","RDEBS10121","Hypothetical protein","jgi.p|Debsub1|237463"
"5748",237486,4514,NA,NA,NA,NA,NA,NA,"KOG0255","Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)","General function prediction only",NA,NA,3750,"RDEBS11464","RDEBS11464",NA,"jgi.p|Debsub1|237486"
"5749",237491,4515,NA,NA,NA,NA,NA,NA,"KOG1416","tRNA(1-methyladenosine) methyltransferase, subunit GCD10","Translation, ribosomal structure and biogenesis",NA,NA,3909,"RDEBS11680","RDEBS11680","EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT D (EIF-3D)","jgi.p|Debsub1|237491"
"5750",237513,4516,"6.3.2.19","Ubiquitin--protein ligase.","\N","2175, 5939, 3727, 3200, 24685, 24687, 24690, 24691","nucleic acid binding, zinc ion binding, protein binding, ubiquitin-protein ligase activity, regulation of ubiquitin-protein ligase activity, regulation of ubiquitin-protein ligase activity during meiotic cell cycle, positive regulation of ubiquitin-protein ligase activity, negative regulation of ubiquitin-protein ligase activity","GO:0003676, GO:0008270, GO:0005515, GO:0004842, GO:0051438, GO:0051440, GO:0051443, GO:0051444","KOG2068","MOT2 transcription factor","Transcription",NA,NA,3545,"RDEBS12838","RDEBS12838","General negative regulator of transcription subunit 4","jgi.p|Debsub1|237513"
"5751",237583,4517,NA,NA,NA,NA,NA,NA,"KOG0381","HMG box-containing protein","General function prediction only",NA,NA,2964,"RDEBS15977","RDEBS15977",NA,"jgi.p|Debsub1|237583"
"5752",237645,4518,NA,NA,NA,"4591, 9551, 24336","protein folding, prefoldin complex, unfolded protein binding","GO:0006457, GO:0016272, GO:0051082","KOG3313","Molecular chaperone Prefoldin, subunit 3","Posttranslational modification, protein turnover, chaperones",NA,NA,2655,"RDEBS18359","RDEBS18359","Prefoldin subunit 3","jgi.p|Debsub1|237645"
"5753",237655,4519,NA,NA,NA,NA,NA,NA,"KOG2409","KRR1-interacting protein involved in 40S ribosome biogenesis","Translation, ribosomal structure and biogenesis",NA,NA,2459,"RDEBS18907","RDEBS18907","Nucleolin","jgi.p|Debsub1|237655"
"5754",237771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819,"RDEBS22697","RDEBS22697",NA,"jgi.p|Debsub1|237771"
"5755",237868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,"RDEBS25739","RDEBS25739","Hypothetical protein","jgi.p|Debsub1|237868"
"5756",237894,4520,NA,NA,NA,"13917","heat shock protein binding","GO:0031072","KOG0712","Molecular chaperone (DnaJ superfamily)","Posttranslational modification, protein turnover, chaperones",NA,NA,1128,"RDEBS26439","RDEBS26439",NA,"jgi.p|Debsub1|237894"
"5757",237979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,"RDEBS27850","RDEBS27850",NA,"jgi.p|Debsub1|237979"
"5758",237991,4521,NA,NA,NA,"21330","intracellular transport","GO:0046907","KOG0864","Ran-binding protein RANBP1 and related RanBD domain proteins","Intracellular trafficking, secretion, and vesicular transport",NA,NA,956,"RDEBS28011","RDEBS28011",NA,"jgi.p|Debsub1|237991"
"5759",238100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,"RDEBS30031","RDEBS30031",NA,"jgi.p|Debsub1|238100"
"5760",238111,4522,"1.2.1.12","Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).","Glycolysis / Gluconeogenesis","4174, 6557, 24535, 2771","glucose metabolic process, glyceraldehyde-3-phosphate dehydrogenase activity, NAD binding, glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity","GO:0006006, GO:0008943, GO:0051287, GO:0004365","KOG0657","Glyceraldehyde 3-phosphate dehydrogenase","Carbohydrate transport and metabolism",NA,NA,574,"RDEBS30215","RDEBS30215","Glyceraldehyde 3-phosphate dehydrogenase (EC 1.2.1.12)","jgi.p|Debsub1|238111"
"5761",238152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,"RDEBS31165","RDEBS31165","Secretory component protein SHR3","jgi.p|Debsub1|238152"
"5762",238187,4523,"3.6.3.1","Magnesium-ATPase.","\N","3736, 4927, 8976, 9320, 281, 2456, 9220, 9321, 10015","ATP binding, transport, ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism, membrane, magnesium ion binding, phospholipid-translocating ATPase activity, phospholipid transport, integral to membrane, hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","GO:0005524, GO:0006810, GO:0015662, GO:0016020, GO:0000287, GO:0004012, GO:0015914, GO:0016021, GO:0016820","KOG0206","P-type ATPase","General function prediction only",NA,NA,216,"RDEBS31835","RDEBS31835","Potential phospholipid-transporting ATPase 1 (EC 3.6.3.1)","jgi.p|Debsub1|238187"
"5763",238224,4524,"1.1.1.205","IMP dehydrogenase.","Purine metabolism","2290, 2392, 4339","catalytic activity, IMP dehydrogenase activity, GMP biosynthetic process","GO:0003824, GO:0003938, GO:0006177","KOG2550","IMP dehydrogenase/GMP reductase","Nucleotide transport and metabolism",NA,NA,153,"RDEBS32238","RDEBS32238","Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)","jgi.p|Debsub1|238224"
"5764",238233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,"RDEBS32317","RDEBS32317",NA,"jgi.p|Debsub1|238233"
"5765",238271,4525,NA,NA,NA,"3043, 3736, 4602, 3079","protein kinase activity, ATP binding, protein amino acid phosphorylation, protein-tyrosine kinase activity","GO:0004672, GO:0005524, GO:0006468, GO:0004713",NA,NA,NA,NA,NA,114,"RDEBS32809","RDEBS32809",NA,"jgi.p|Debsub1|238271"
"5766",238365,4526,NA,NA,NA,"2175, 392, 3878","nucleic acid binding, nuclear mRNA splicing, via spliceosome, spliceosome","GO:0003676, GO:0000398, GO:0005681","KOG1795","U5 snRNP spliceosome subunit","RNA processing and modification",NA,NA,5005,"RDEBS05016","RDEBS05016","Pre-mRNA splicing factor PRP8","jgi.p|Debsub1|238365"
"5767",238423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4392,"RDEBS08050","RDEBS08050",NA,"jgi.p|Debsub1|238423"
"5768",238485,4527,NA,NA,NA,"9493, 9710, 25163","antioxidant activity, oxidoreductase activity, peroxiredoxin activity","GO:0016209, GO:0016491, GO:0051920","KOG0855","Alkyl hydroperoxide reductase, thiol specific antioxidant and related enzymes","Posttranslational modification, protein turnover, chaperones",NA,NA,3827,"RDEBS11157","RDEBS11157","Thioredoxin peroxidase (EC 1.11.1.15)","jgi.p|Debsub1|238485"
"5769",238498,4528,NA,NA,NA,"2176","DNA binding","GO:0003677","KOG3431","Apoptosis-related protein/predicted DNA-binding protein","Cell cycle control, cell division, chromosome partitioning",NA,NA,3735,"RDEBS11772","RDEBS11772","Programmed cell death protein 5","jgi.p|Debsub1|238498"
"5770",238509,4529,NA,NA,NA,"6664, 8403, 19912","electron carrier activity, protein disulfide oxidoreductase activity, cell redox homeostasis","GO:0009055, GO:0015035, GO:0045454","KOG1752","Glutaredoxin and related proteins","Posttranslational modification, protein turnover, chaperones",NA,NA,3637,"RDEBS12257","RDEBS12257","Glutaredoxin","jgi.p|Debsub1|238509"
"5771",238563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,"RDEBS14462","RDEBS14462",NA,"jgi.p|Debsub1|238563"
"5772",238599,4530,NA,NA,NA,NA,NA,NA,"KOG4573","Phosphoprotein involved in cytoplasm to vacuole targeting and autophagy","Intracellular trafficking, secretion, and vesicular transport",NA,NA,2969,"RDEBS15946","RDEBS15946","Autophagy protein APG13","jgi.p|Debsub1|238599"
"5773",238649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722,"RDEBS17983","RDEBS17983","Hypothetical protein","jgi.p|Debsub1|238649"
"5774",238743,4531,NA,NA,NA,NA,NA,NA,"KOG1875","Thyroid hormone receptor-associated coactivator complex component (TRAP170)","Transcription",NA,NA,2039,"RDEBS21460","RDEBS21460","Glucose repression regulatory protein RGR1","jgi.p|Debsub1|238743"
"5775",238764,4532,NA,NA,NA,"6664, 8403, 19912, 4283","electron carrier activity, protein disulfide oxidoreductase activity, cell redox homeostasis, electron transport","GO:0009055, GO:0015035, GO:0045454, GO:0006118","KOG1752","Glutaredoxin and related proteins","Posttranslational modification, protein turnover, chaperones",NA,NA,1969,"RDEBS22246","RDEBS22246","Glutaredoxin","jgi.p|Debsub1|238764"
"5776",238777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832,"RDEBS22621","RDEBS22621",NA,"jgi.p|Debsub1|238777"
"5777",238788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,"RDEBS23085","RDEBS23085","MRC1 protein","jgi.p|Debsub1|238788"
"5778",238850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,"RDEBS25345","RDEBS25345","Hypothetical protein","jgi.p|Debsub1|238850"
"5779",238879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,"RDEBS26056","RDEBS26056",NA,"jgi.p|Debsub1|238879"
"5780",238882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,"RDEBS26146","RDEBS26146","Hypothetical protein","jgi.p|Debsub1|238882"
"5781",238931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,"RDEBS27120","RDEBS27120","SRC1 protein","jgi.p|Debsub1|238931"
"5782",239072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,"RDEBS29695","RDEBS29695",NA,"jgi.p|Debsub1|239072"
"5783",239137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,"RDEBS30892","RDEBS30892",NA,"jgi.p|Debsub1|239137"
"5784",239226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5445,"RDEBS02560","RDEBS02560",NA,"jgi.p|Debsub1|239226"
"5785",239252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5082,"RDEBS03940","RDEBS03940",NA,"jgi.p|Debsub1|239252"
"5786",239361,4533,NA,NA,NA,"162, 2176, 2353, 4421, 6068","nucleotide binding, DNA binding, DNA-directed DNA polymerase activity, DNA replication, 3'-5' exonuclease activity","GO:0000166, GO:0003677, GO:0003887, GO:0006260, GO:0008408",NA,NA,NA,NA,NA,4204,"RDEBS09114","RDEBS09114",NA,"jgi.p|Debsub1|239361"
"5787",239429,4534,"4.1.1.36","Phosphopantothenoylcysteine decarboxylase.","Pantothenate and CoA biosynthesis","2290, 3708, 3007","catalytic activity, binding, phosphopantothenoylcysteine decarboxylase activity","GO:0003824, GO:0005488, GO:0004633","KOG0672","Halotolerance protein HAL3 (contains flavoprotein domain)","Cell cycle control, cell division, chromosome partitioning , Inorganic ion transport and metabolism",NA,NA,3597,"RDEBS12489","RDEBS12489",NA,"jgi.p|Debsub1|239429"
"5788",239586,4535,NA,NA,NA,NA,NA,NA,"KOG1441","Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter","Amino acid transport and metabolism , Carbohydrate transport and metabolism",NA,NA,2450,"RDEBS18961","RDEBS18961","Triose or hexose phosphate/phosphate translocator family protein","jgi.p|Debsub1|239586"
"5789",239663,4536,NA,NA,NA,"2196, 3838, 4504, 5939, 19030","transcription factor activity, nucleus, regulation of transcription, DNA-dependent, zinc ion binding, sequence-specific DNA binding","GO:0003700, GO:0005634, GO:0006355, GO:0008270, GO:0043565","KOG1601","GATA-4/5/6 transcription factors","Transcription",NA,NA,2036,"RDEBS21475","RDEBS21475",NA,"jgi.p|Debsub1|239663"
"5790",239787,4537,NA,NA,NA,"4977, 9321, 4927, 9320","amino acid transport, integral to membrane, transport, membrane","GO:0006865, GO:0016021, GO:0006810, GO:0016020","KOG1286","Amino acid transporters","Amino acid transport and metabolism",NA,NA,1262,"RDEBS25773","RDEBS25773","Proline-specific permease","jgi.p|Debsub1|239787"
"5791",239793,4538,NA,NA,NA,NA,NA,NA,"KOG1198","Zinc-binding oxidoreductase","Energy production and conversion , General function prediction only",NA,NA,1231,"RDEBS25907","RDEBS25907","Oxidoreductase (EC 1.-.-.-)","jgi.p|Debsub1|239793"
"5792",239812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113,"RDEBS26537","RDEBS26537",NA,"jgi.p|Debsub1|239812"
"5793",239828,4539,NA,NA,NA,NA,NA,NA,"KOG1198","Zinc-binding oxidoreductase","Energy production and conversion , General function prediction only",NA,NA,5714,"RDEBS01353","RDEBS01353","Oxidoreductase (EC 1.-.-.-)","jgi.p|Debsub1|239828"
"5794",239841,4540,NA,NA,NA,"3727, 5939","protein binding, zinc ion binding","GO:0005515, GO:0008270","KOG1815","Predicted E3 ubiquitin ligase","Posttranslational modification, protein turnover, chaperones",NA,NA,5437,"RDEBS02090","RDEBS02090","ZINC FINGER PROTEIN, C3HC4 TYPE (RING FINGER)","jgi.p|Debsub1|239841"
"5795",239848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,"RDEBS02618","RDEBS02618",NA,"jgi.p|Debsub1|239848"
"5796",239915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4764,"RDEBS06013","RDEBS06013",NA,"jgi.p|Debsub1|239915"
